gl_naturepieceg;gl_souche;gl_numero;gl_numligne;gl_datepiece;gl_tiers;gl_representant;gl_codearticle;gl_puht;gl_puttc;gl_qtefact;gl_remiseligne;gl_montantht;gl_montantttc
FAC;;VTE/2021/04208;8;21/07/2021;OMNIUMFI31;GASSM;F413;12,34;14,81;3,0;0;37,02;44,42
FAC;;VTE/2021/04208;9;21/07/2021;OMNIUMFI31;GASSM;HY072;24,15;28,98;20,0;0;483,0;579,6
FAC;;VTE/2021/04208;10;21/07/2021;OMNIUMFI31;GASSM;XHYG;43,92;52,7;8,0;0;351,36;421,63
FAC;;VTE/2021/04209;1;21/07/2021;RESTLANGLE;GASSM;RAMA 5;92,7;111,24;3,0;0;278,1;333,72
FAC;;VTE/2021/04209;2;21/07/2021;RESTLANGLE;GASSM;RAMA3;37,08;44,5;10,0;0;370,8;444,96
FAC;;VTE/2021/04210;1;21/07/2021;AUBRELAI54;FERRE;RAMA 5;92,7;111,24;1,0;0;92,7;111,24
FAC;;VTE/2021/04210;2;21/07/2021;AUBRELAI54;FERRE;ENV2;0,17;0,2;250,0;0;42,5;51,0
FAC;;VTE/2021/04210;3;21/07/2021;AUBRELAI54;FERRE;F310;24,0;28,8;1,0;0;24,0;28,8
FAC;;VTE/2021/04210;4;21/07/2021;AUBRELAI54;FERRE;XHYG;15,0;18,0;2,0;0;30,0;36,0
FAC;;VTE/2021/04211;1;21/07/2021;RESTLEKUHN;GASSM;P001;0,92;1,1;100,0;0;92,0;110,4
FAC;;VTE/2021/04211;2;21/07/2021;RESTLEKUHN;GASSM;P005;1,63;1,96;100,0;0;163,0;195,6
FAC;;VTE/2021/04212;1;21/07/2021;RATPSUCYBR;KHAJJ;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04212;2;21/07/2021;RATPSUCYBR;KHAJJ;F413;14,87;17,84;12,0;0;178,44;214,13
FAC;;/;1;21/07/2021;PORTEFAI17;ZMUDA;P005;1,63;1,96;50,0;0;81,5;97,8
FAC;;VTE/2021/04213;1;21/07/2021;DMULTIPL59;LEYME;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04213;2;21/07/2021;DMULTIPL59;LEYME;RAMA 5;92,7;111,24;1,0;0;92,7;111,24
FAC;;VTE/2021/04213;3;21/07/2021;DMULTIPL59;LEYME;ENV2;0,17;0,2;250,0;0;42,5;51,0
FAC;;VTE/2021/04213;4;21/07/2021;DMULTIPL59;LEYME;F310;24,0;28,8;1,0;0;24,0;28,8
FAC;;VTE/2021/04213;5;21/07/2021;DMULTIPL59;LEYME;XHYG;15,0;18,0;2,0;0;30,0;36,0
FAC;;VTE/2021/04214;1;21/07/2021;MAITREFARG;LEYME;F061;22,63;27,16;2,0;0;45,26;54,31
FAC;;VTE/2021/04214;2;21/07/2021;MAITREFARG;LEYME;F060;33,1;39,72;1,0;0;33,1;39,72
FAC;;VTE/2021/04214;3;21/07/2021;MAITREFARG;LEYME;F066;37,0;44,4;1,0;0;37,0;44,4
FAC;;VTE/2021/04214;4;21/07/2021;MAITREFARG;LEYME;F062;13,96;16,75;3,0;0;41,88;50,26
FAC;;VTE/2021/04214;5;21/07/2021;MAITREFARG;LEYME;F069;28,84;34,61;2,0;0;57,68;69,22
FAC;;VTE/2021/04214;6;21/07/2021;MAITREFARG;LEYME;F068;37,0;44,4;1,0;0;37,0;44,4
FAC;;VTE/2021/04214;7;21/07/2021;MAITREFARG;LEYME;F067;28,84;34,61;2,0;0;57,68;69,22
FAC;;VTE/2021/04215;1;21/07/2021;DRMETZGER;GASSM;HY005;52,81;63,37;2,0;0;105,62;126,74
FAC;;VTE/2021/04216;1;21/07/2021;AGPLATEA43;DELBA;HY013;16,42;19,7;10,0;0;164,2;197,04
FAC;;VTE/2021/04459;1;02/08/2021;PORTEFAI17;ZMUDA;P005;1,63;1,96;50,0;0;81,5;97,8
FAC;;VTE/2021/04217;1;21/07/2021;GENMACTR95;DELBA;RAMA 5;92,7;111,24;5,0;0;463,5;556,2
FAC;;VTE/2021/04217;2;21/07/2021;GENMACTR95;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04218;1;21/07/2021;ROCHEFLEAC;DELBA;F054;23,2;27,84;1,0;0;23,2;27,84
FAC;;VTE/2021/04218;2;21/07/2021;ROCHEFLEAC;DELBA;F062;11,53;13,84;1,0;0;11,53;13,84
FAC;;VTE/2021/04218;3;21/07/2021;ROCHEFLEAC;DELBA;F433;34,0;40,8;1,0;0;34,0;40,8
FAC;;VTE/2021/04218;4;21/07/2021;ROCHEFLEAC;DELBA;XHYG;43,92;52,7;1,0;0;43,92;52,7
FAC;;VTE/2021/04218;5;21/07/2021;ROCHEFLEAC;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04219;1;21/07/2021;DIEGOMANUE;DELBA;HY242;13,61;16,33;1,0;0;13,61;16,33
FAC;;VTE/2021/04219;2;21/07/2021;DIEGOMANUE;DELBA;A074;29,3;35,16;1,0;0;29,3;35,16
FAC;;VTE/2021/04219;3;21/07/2021;DIEGOMANUE;DELBA;A042;10,6;12,72;1,0;0;10,6;12,72
FAC;;VTE/2021/04219;4;21/07/2021;DIEGOMANUE;DELBA;HY191;19,17;23,0;1,0;0;19,17;23,0
FAC;;VTE/2021/04219;5;21/07/2021;DIEGOMANUE;DELBA;HY172;10,75;12,9;1,0;0;10,75;12,9
FAC;;VTE/2021/04219;6;21/07/2021;DIEGOMANUE;DELBA;C061;18,46;22,15;1,0;0;18,46;22,15
FAC;;VTE/2021/04220;1;21/07/2021;WUILBAUT;DELBA;F182;13,77;16,52;2,0;0;27,54;33,05
FAC;;VTE/2021/04220;2;21/07/2021;WUILBAUT;DELBA;F183;13,77;16,52;2,0;0;27,54;33,05
FAC;;VTE/2021/04220;3;21/07/2021;WUILBAUT;DELBA;F181;13,77;16,52;2,0;0;27,54;33,05
FAC;;VTE/2021/04220;4;21/07/2021;WUILBAUT;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04220;5;21/07/2021;WUILBAUT;DELBA;F185;13,77;16,52;1,0;0;13,77;16,52
FAC;;VTE/2021/04221;1;21/07/2021;PROTECHA59;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04221;2;21/07/2021;PROTECHA59;DELBA;ENV2;0,17;0,2;250,0;0;42,5;51,0
FAC;;VTE/2021/04221;3;21/07/2021;PROTECHA59;DELBA;ENV9;0,39;0,47;100,0;0;39,0;46,8
FAC;;VTE/2021/04221;4;21/07/2021;PROTECHA59;DELBA;ENV4;0,18;0,22;250,0;0;45,0;54,0
FAC;;VTE/2021/04222;1;21/07/2021;POINTPGE44;DELBA;Delivery_018;18,0;21,6;1,0;0;18,0;21,6
FAC;;VTE/2021/04222;2;21/07/2021;POINTPGE44;DELBA;F007;57,51;69,01;1,0;0;57,51;69,01
FAC;;VTE/2021/04222;3;21/07/2021;POINTPGE44;DELBA;HY251;38,15;45,78;4,0;0;152,6;183,12
FAC;;VTE/2021/04222;4;21/07/2021;POINTPGE44;DELBA;HY202;10,85;13,02;2,0;0;21,7;26,04
FAC;;VTE/2021/04223;1;21/07/2021;E2C2A;HESS;P041;0,92;1,1;40,0;0;36,8;44,16
FAC;;VTE/2021/04223;2;21/07/2021;E2C2A;HESS;ENV27;0,68;0,82;100,0;0;68,0;81,6
FAC;;VTE/2021/04223;3;21/07/2021;E2C2A;HESS;ENV28;0,73;0,88;100,0;0;73,0;87,6
FAC;;VTE/2021/04224;1;21/07/2021;FERMEDUP28;HESS;F128ASS;17,96;21,55;1,0;0;17,96;21,55
FAC;;VTE/2021/04224;2;21/07/2021;FERMEDUP28;HESS;P016;0,71;0,85;20,0;0;14,2;17,04
FAC;;VTE/2021/04224;3;21/07/2021;FERMEDUP28;HESS;RAMAR;22,8;27,36;1,0;0;22,8;27,36
FAC;;VTE/2021/04224;4;21/07/2021;FERMEDUP28;HESS;F057;32,53;39,04;1,0;0;32,53;39,04
FAC;;VTE/2021/04224;5;21/07/2021;FERMEDUP28;HESS;F329ASS;45,22;54,26;1,0;0;45,22;54,26
FAC;;VTE/2021/04224;6;21/07/2021;FERMEDUP28;HESS;F015;5,94;7,13;1,0;0;5,94;7,13
FAC;;VTE/2021/04224;7;21/07/2021;FERMEDUP28;HESS;F428;13,8;16,56;1,0;0;13,8;16,56
FAC;;VTE/2021/04224;8;21/07/2021;FERMEDUP28;HESS;F073;60,05;72,06;1,0;0;60,05;72,06
FAC;;VTE/2021/04224;9;21/07/2021;FERMEDUP28;HESS;P042;1,02;1,22;20,0;0;20,4;24,48
FAC;;VTE/2021/04224;10;21/07/2021;FERMEDUP28;HESS;F239ASS;29,75;35,7;1,0;0;29,75;35,7
FAC;;VTE/2021/04224;11;21/07/2021;FERMEDUP28;HESS;CHEPL9ASS;23,9;28,68;1,0;0;23,9;28,68
FAC;;VTE/2021/04224;12;21/07/2021;FERMEDUP28;HESS;HY251;43,81;52,57;1,0;0;43,81;52,57
FAC;;VTE/2021/04224;13;21/07/2021;FERMEDUP28;HESS;SEAU10L;13,14;15,77;1,0;0;13,14;15,77
FAC;;VTE/2021/04224;14;21/07/2021;FERMEDUP28;HESS;C060;15,89;19,07;1,0;0;15,89;19,07
FAC;;VTE/2021/04224;15;21/07/2021;FERMEDUP28;HESS;C063;13,45;16,14;1,0;0;13,45;16,14
